,DATE,EVENT,BOUT,Winner,WeightClass,Tittle,Women_fight,METHOD,TIME FORMAT,ROUND,TIME,TotalTime,REFEREE,DETAILS,URL
5805,,UFC Fight Night: Condit vs Kampmann,Cole Miller vs. Junie Browning,Cole Miller ,Lightweight,0,0,Submission ,"[5, 5, 5]",1,1:58,118,Herb Dean,Guillotine Choke After Drop to Guard ,http://ufcstats.com/fight-details/33e576af1d064e4e
5806,,UFC Fight Night: Condit vs Kampmann,Gleison Tibau vs. Jeremy Stephens,Gleison Tibau ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Mario Yamasaki,27 - 30.27 - 30.28 - 29.,http://ufcstats.com/fight-details/9c7a67ce1d6a01f9
5807,,UFC Fight Night: Condit vs Kampmann,Ricardo Almeida vs. Matt Horwich,Ricardo Almeida ,Middleweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Dan Miragliotta,27 - 30.27 - 30.27 - 30.,http://ufcstats.com/fight-details/4b9203b86f0aa870
5808,,UFC Fight Night: Condit vs Kampmann,Brock Larson vs. Jesse Sanders,Brock Larson ,Welterweight,0,0,Submission ,"[5, 5, 5]",1,2:01,121,Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/47e17513aae45a95
5809,,UFC Fight Night: Condit vs Kampmann,Tim Credeur vs. Nick Catone,Tim Credeur ,Middleweight,0,0,Submission ,"[5, 5, 5]",2,3:45,525,Mario Yamasaki,Guillotine Choke On Ground ,http://ufcstats.com/fight-details/c642640db89fb033
5810,,UFC Fight Night: Condit vs Kampmann,Jorge Rivera vs. Nissen Osterneck,Jorge Rivera ,Middleweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Dan Miragliotta,28 - 29.28 - 29.29 - 28.,http://ufcstats.com/fight-details/4cffb137402f7bb0
5811,,UFC Fight Night: Condit vs Kampmann,Rob Kimmons vs. Joe Vedepo,Rob Kimmons ,Middleweight,0,0,Submission ,"[5, 5, 5]",1,1:54,114,Herb Dean,Guillotine Choke StandingTechnical Submission,http://ufcstats.com/fight-details/a561360edf66ee6f
5812,,UFC Fight Night: Condit vs Kampmann,Aaron Simpson vs. Tim McKenzie,Aaron Simpson ,Middleweight,0,0,KO/TKO ,"[5, 5, 5]",1,1:40,100,Mario Yamasaki,Punches to Head On Ground ,http://ufcstats.com/fight-details/ddc233f8ca7c05aa
5813,,UFC 96: Jackson vs Jardine,Quinton Jackson vs. Keith Jardine,Quinton Jackson ,Heavyweigh,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Yves Lavigne,Nelson Hamilton 28 - 29.Cecil Peoples 27 - 30.Doug Crosby 28 - 29.,http://ufcstats.com/fight-details/011d818ec9bb3de6
5814,,UFC 96: Jackson vs Jardine,Shane Carwin vs. Gabriel Gonzaga,Shane Carwin ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,1:09,69,Dan Miragliotta,Punch to Head At Distance ,http://ufcstats.com/fight-details/038c472ae3fd7728
5815,,UFC 96: Jackson vs Jardine,Matt Brown vs. Pete Sell,Matt Brown ,Welterweight,0,0,KO/TKO ,"[5, 5, 5]",1,1:32,92,Yves Lavigne,Punches to Head At Distance ,http://ufcstats.com/fight-details/1df12710cfdb60f4
5816,,UFC 96: Jackson vs Jardine,Matt Hamill vs. Mark Munoz,Matt Hamill ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,3:53,233,Dan Miragliotta,Kick to Head At Distance ,http://ufcstats.com/fight-details/798ca95afb5875ef
5817,,UFC 96: Jackson vs Jardine,Gray Maynard vs. Jim Miller,Gray Maynard ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Dan Miragliotta,Nelson Hamilton 27 - 30.Doug Crosby 27 - 30.Kean McGill 27 - 30.,http://ufcstats.com/fight-details/789a8911fcd6de13
5818,,UFC 96: Jackson vs Jardine,Tamdan McCrory vs. Ryan Madigan,Tamdan McCrory ,Welterweight,0,0,KO/TKO ,"[5, 5, 5]",1,3:35,215,Yves Lavigne,Elbows to Head From MountSubmission to Strikes,http://ufcstats.com/fight-details/31535a79c5959be8
5819,,UFC 96: Jackson vs Jardine,Kendall Grove vs. Jason Day,Kendall Grove ,Middleweight,0,0,KO/TKO ,"[5, 5, 5]",1,1:32,92,Rick Fike,Punch to Head At Distance ,http://ufcstats.com/fight-details/d9d7e8e9149e61b1
5820,,UFC 96: Jackson vs Jardine,Jason Brilz vs. Tim Boetsch,Jason Brilz ,Heavyweigh,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Dan Miragliotta,Doug Crosby 28 - 29.Nelson Hamilton 28 - 29.Greg Franklin 28 - 29.,http://ufcstats.com/fight-details/39b79764bbac93cb
5821,,UFC 96: Jackson vs Jardine,Brandon Vera vs. Michael Patt,Brandon Vera ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",2,1:27,387,Yves Lavigne,Kicks to Leg At Distance ,http://ufcstats.com/fight-details/731a3120fdffa44c
5822,,UFC 96: Jackson vs Jardine,Shane Nelson vs. Aaron Riley,Shane Nelson ,Lightweight,0,0,KO/TKO ,"[5, 5, 5]",1,0:44,44,Rick Fike,Punch to Head At Distance ,http://ufcstats.com/fight-details/21b02cb26307ac0f
5823,,UFC 95: Sanchez vs Stevenson,Diego Sanchez vs. Joe Stevenson,Diego Sanchez ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Dan Miragliotta,Chris Lee 28 - 29.Howard Hughes 27 - 30.Andy Roberts 27 - 30.,http://ufcstats.com/fight-details/56aac937d9f1d13a
5824,,UFC 95: Sanchez vs Stevenson,Dan Hardy vs. Rory Markham,Dan Hardy ,Welterweight,0,0,KO/TKO ,"[5, 5, 5]",1,1:09,69,Kevin Mulhall,Punch to Head At Distance ,http://ufcstats.com/fight-details/9379672d351808a3
5825,,UFC 95: Sanchez vs Stevenson,Nate Marquardt vs. Wilson Gouveia,Nate Marquardt ,Middleweight,0,0,KO/TKO ,"[5, 5, 5]",3,3:10,790,Leon Roberts,Flying Knee Head ,http://ufcstats.com/fight-details/c1b0670419fa0894
5826,,UFC 95: Sanchez vs Stevenson,Demian Maia vs. Chael Sonnen,Demian Maia ,Middleweight,0,0,Submission ,"[5, 5, 5]",1,2:37,157,Dan Miragliotta,Triangle Choke From Bottom Guard ,http://ufcstats.com/fight-details/995d42d9ff422ed1
5827,,UFC 95: Sanchez vs Stevenson,Paulo Thiago vs. Josh Koscheck,Paulo Thiago ,Welterweight,0,0,KO/TKO ,"[5, 5, 5]",1,3:29,209,Marc Goddard,Punches to Head At Distance ,http://ufcstats.com/fight-details/fd05ac3ac2f7d042
5828,,UFC 95: Sanchez vs Stevenson,Terry Etim vs. Brian Cobb,Terry Etim ,Lightweight,0,0,KO/TKO ,"[5, 5, 5]",2,0:10,310,Kevin Mulhall,Kick to Head At Distance ,http://ufcstats.com/fight-details/0bf249717dacc5c3
5829,,UFC 95: Sanchez vs Stevenson,Junior Dos Santos vs. Stefan Struve,Junior Dos Santos ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,0:54,54,Dan Miragliotta,Punches to Head At Distance ,http://ufcstats.com/fight-details/95c229097cd2d7c3
5830,,UFC 95: Sanchez vs Stevenson,Evan Dunham vs. Per Eklund,Evan Dunham ,Lightweight,0,0,KO/TKO ,"[5, 5, 5]",1,2:13,133,Marc Goddard,Punch to Head At Distance ,http://ufcstats.com/fight-details/d89b849df7bff79b
5831,,UFC 95: Sanchez vs Stevenson,Mike Ciesnolevicz vs. Neil Grove,Mike Ciesnolevicz ,Heavyweigh,0,0,Submission ,"[5, 5, 5]",1,1:03,63,Leon Roberts,Heel Hook ,http://ufcstats.com/fight-details/0d395cb5d91f811f
5832,,UFC 95: Sanchez vs Stevenson,Paul Kelly vs. Troy Mandaloniz,Paul Kelly ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Kevin Mulhall,Chris Lee 27 - 30.Paul Sutherland 27 - 30.Howard Hughes 28 - 30.,http://ufcstats.com/fight-details/cdfaa6f4154a0ee9
5833,,UFC Fight Night: Lauzon vs Stephens,Joe Lauzon vs. Jeremy Stephens,Joe Lauzon ,Lightweight,0,0,Submission ,"[5, 5, 5]",2,4:43,583,Troy Waugh,Armbar From Mount ,http://ufcstats.com/fight-details/83c5a944258d2332
5834,,UFC Fight Night: Lauzon vs Stephens,Cain Velasquez vs. Denis Stojnic,Cain Velasquez ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",2,2:34,454,Jorge Ortiz,Punches to Head From Side Control ,http://ufcstats.com/fight-details/2d80f60b67791b97
5835,,UFC Fight Night: Lauzon vs Stephens,Josh Neer vs. Mac Danzig,Josh Neer ,Lightweight,0,0,Submission ,"[5, 5, 5]",2,3:36,516,Jorge Alonso,Triangle Choke From Bottom Guard ,http://ufcstats.com/fight-details/df7f3c60c523ca55
5836,,UFC Fight Night: Lauzon vs Stephens,Anthony Johnson vs. Luigi Fioravanti,Anthony Johnson ,Welterweight,0,0,KO/TKO ,"[5, 5, 5]",1,4:39,279,Troy Waugh,Punch to Head At Distance ,http://ufcstats.com/fight-details/868833557ae90877
5837,,UFC Fight Night: Lauzon vs Stephens,Kurt Pellegrino vs. Rob Emerson,Kurt Pellegrino ,Lightweight,0,0,Submission ,"[5, 5, 5]",2,3:14,494,Jorge Ortiz,Rear Naked Choke ,http://ufcstats.com/fight-details/0a1f2e1f9d91bc9a
5838,,UFC Fight Night: Lauzon vs Stephens,Dan Miller vs. Jake Rosholt,Dan Miller ,Middleweight,0,0,Submission ,"[5, 5, 5]",1,1:03,63,Jorge Alonso,Guillotine Choke From Bottom Half Guard ,http://ufcstats.com/fight-details/14c3447726332f2b
5839,,UFC Fight Night: Lauzon vs Stephens,Matt Veach vs. Matt Grice,Matt Veach ,Lightweight,0,0,KO/TKO ,"[5, 5, 5]",1,4:34,274,Troy Waugh,Punch to Head At Distance ,http://ufcstats.com/fight-details/6a663c04dfe5b88e
5840,,UFC Fight Night: Lauzon vs Stephens,Gleison Tibau vs. Rich Clementi,Gleison Tibau ,Lightweight,0,0,Submission ,"[5, 5, 5]",1,4:35,275,Jorge Ortiz,Guillotine Choke After Drop to Guard ,http://ufcstats.com/fight-details/c9721146eba68c2a
5841,,UFC Fight Night: Lauzon vs Stephens,Nick Catone vs. Derek Downey,Nick Catone ,Middleweight,0,0,Submission ,"[5, 5, 5]",2,1:15,375,Jorge Alonso,Keylock From Half Guard ,http://ufcstats.com/fight-details/26888b89fbd860cf
5842,,UFC Fight Night: Lauzon vs Stephens,Matthew Riddle vs. Steve Bruno,Matthew Riddle ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Troy Waugh,Hector Gomez 28 - 29.Rich Green 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/e4420b9812501c17
5843,,UFC 94: St-Pierre vs Penn 2,Georges St-Pierre vs. BJ Penn,Georges St-Pierre ,Welterweight,1,0,KO/TKO ,"[5, 5, 5, 5, 5]",4,5:00,1200,Herb Dean,toCorner Stoppage,http://ufcstats.com/fight-details/a158e4ff7ea93d43
5844,,UFC 94: St-Pierre vs Penn 2,Lyoto Machida vs. Thiago Silva,Lyoto Machida ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,4:59,299,Yves Lavigne,Punch to Head On Ground ,http://ufcstats.com/fight-details/41b9240c854b0956
5845,,UFC 94: St-Pierre vs Penn 2,Jon Jones vs. Stephan Bonnar,Jon Jones ,Heavyweigh,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Steve Mazzagatti,Adalaide Byrd 27 - 30.Roy Silbert 28 - 29.Cecil Peoples 28 - 29.,http://ufcstats.com/fight-details/afb9d3476c5caafa
5846,,UFC 94: St-Pierre vs Penn 2,Karo Parisyan vs. Dong Hyun Kim,NC,Welterweight,0,0,Overturned ,"[5, 5, 5]",3,5:00,900,Josh Rosenthal,Failed Drug Test by ParisyanTony Weeks 28 - 29.Doug Crosby 29 - 28.Marcos Rosales 28 - 29.,http://ufcstats.com/fight-details/aa161809e78bef96
5847,,UFC 94: St-Pierre vs Penn 2,Clay Guida vs. Nate Diaz,Clay Guida ,Lightweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Yves Lavigne,Patricia Morse-Jarman 29 - 28.Roy Silbert 28 - 29.Nelson Hamilton 28 - 29.,http://ufcstats.com/fight-details/92e9c53671ac8fe7
5848,,UFC 94: St-Pierre vs Penn 2,Jon Fitch vs. Akihiro Gono,Jon Fitch ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Steve Mazzagatti,Cecil Peoples 27 - 30.Tony Weeks 27 - 30.Doug Crosby 26 - 30.,http://ufcstats.com/fight-details/c598261fac8cf23a
5849,,UFC 94: St-Pierre vs Penn 2,Thiago Tavares vs. Manvel Gamburyan,Thiago Tavares ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Josh Rosenthal,Nelson Hamilton 28 - 29.Marcos Rosales 28 - 29.Adalaide Byrd 28 - 29.,http://ufcstats.com/fight-details/e6dd15ef9fd7927e
5850,,UFC 94: St-Pierre vs Penn 2,John Howard vs. Chris Wilson,John Howard ,Welterweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Herb Dean,Cecil Peoples 29 - 28.Patricia Morse-Jarman 28 - 29.Roy Silbert 28 - 29.,http://ufcstats.com/fight-details/08f5bdfe45082ec5
5851,,UFC 94: St-Pierre vs Penn 2,Jake O'Brien vs. Christian Wellisch,Jake O'Brien ,Heavyweigh,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Yves Lavigne,Marcos Rosales 29 - 28.Cecil Peoples 28 - 29.Nelson Hamilton 28 - 29.,http://ufcstats.com/fight-details/1cb28e867dd749b8
5852,,UFC 94: St-Pierre vs Penn 2,Dan Cramer vs. Matt Arroyo,Dan Cramer ,Welterweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Steve Mazzagatti,Roy Silbert 29 - 28.Patricia Morse-Jarman 28 - 29.Doug Crosby 28 - 29.,http://ufcstats.com/fight-details/fb7d31b36bebc5af
5853,,UFC 93: Franklin vs Henderson,Dan Henderson vs. Rich Franklin,Dan Henderson ,Heavyweigh,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Dan Miragliotta,Chris Lee 28 - 29.Tim Vannatta 28 - 29.Chris Watts 30 - 27.,http://ufcstats.com/fight-details/cb7cfa8b9900878f
5854,,UFC 93: Franklin vs Henderson,Mauricio Rua vs. Mark Coleman,Mauricio Rua ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",3,4:36,876,Kevin Mulhall,Punches to Head At Distance ,http://ufcstats.com/fight-details/396214fd188c2549
5855,,UFC 93: Franklin vs Henderson,Rousimar Palhares vs. Jeremy Horn,Rousimar Palhares ,Middleweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Leon Roberts,Richard Bertrand 27 - 30.Tim Vannatta 27 - 30.Chris Watts 27 - 30.,http://ufcstats.com/fight-details/dd5f7a14f5782f79
5856,,UFC 93: Franklin vs Henderson,Alan Belcher vs. Denis Kang,Alan Belcher ,Middleweight,0,0,Submission ,"[5, 5, 5]",2,4:36,576,Dan Miragliotta,Guillotine Choke After Drop to Guard ,http://ufcstats.com/fight-details/591e7797363a6c89
5857,,UFC 93: Franklin vs Henderson,Marcus Davis vs. Chris Lytle,Marcus Davis ,Welterweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Marc Goddard,Chris Lee 28 - 29.Tim Vannatta 29 - 28.Andy Roberts 28 - 29.,http://ufcstats.com/fight-details/e90dd017386025c4
5858,,UFC 93: Franklin vs Henderson,John Hathaway vs. Tom Egan,John Hathaway ,Welterweight,0,0,KO/TKO ,"[5, 5, 5]",1,4:36,276,Marc Goddard,Elbows to Head From Back Control ,http://ufcstats.com/fight-details/20b84b2cbfb92dc7
5859,,UFC 93: Franklin vs Henderson,Martin Kampmann vs. Alexandre Barros,Martin Kampmann ,Welterweight,0,0,KO/TKO ,"[5, 5, 5]",2,3:09,489,Kevin Mulhall,Punches to Head From Back Control ,http://ufcstats.com/fight-details/e9658a79cfaafbb1
5860,,UFC 93: Franklin vs Henderson,Eric Schafer vs. Antonio Mendes,Eric Schafer ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,3:35,215,Dan Miragliotta,Punches to Head From Mount ,http://ufcstats.com/fight-details/4da34f2980b5c58d
5861,,UFC 93: Franklin vs Henderson,Tomasz Drwal vs. Ivan Serati,Tomasz Drwal ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,2:02,122,Leon Roberts,Punches to Head On Ground ,http://ufcstats.com/fight-details/5a3b530c73106c5c
5862,,UFC 93: Franklin vs Henderson,Dennis Siver vs. Nate Mohr,Dennis Siver ,Lightweight,0,0,KO/TKO ,"[5, 5, 5]",3,3:45,825,Kevin Mulhall,Spinning Back Kick Body ,http://ufcstats.com/fight-details/f046dfa306dc7acb
5863,,UFC 92: The Ultimate 2008,Rashad Evans vs. Forrest Griffin,Rashad Evans ,Heavyweigh,1,0,KO/TKO ,"[5, 5, 5, 5, 5]",3,2:46,766,Steve Mazzagatti,Punches to Head On Ground ,http://ufcstats.com/fight-details/041dd0fae4650970
5864,,UFC 92: The Ultimate 2008,Frank Mir vs. Antonio Rodrigo Nogueira,Frank Mir ,Heavyweigh,1,0,KO/TKO ,"[5, 5, 5, 5, 5]",2,1:54,414,Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/02c54d382fb1c347
5865,,UFC 92: The Ultimate 2008,CB Dollaway vs. Mike Massenzio,CB Dollaway ,Middleweight,0,0,KO/TKO ,"[5, 5, 5]",1,3:01,181,Yves Lavigne,Punches to Head From Mount ,http://ufcstats.com/fight-details/b8927a3a2735acb0
5866,,UFC 92: The Ultimate 2008,Quinton Jackson vs. Wanderlei Silva,Quinton Jackson ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,3:21,201,Yves Lavigne,Punch to Head At Distance ,http://ufcstats.com/fight-details/c62d5962b99938de
5867,,UFC 92: The Ultimate 2008,Cheick Kongo vs. Mostapha Al-Turk,Cheick Kongo ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,4:37,277,Steve Mazzagatti,Elbows to Head On Ground ,http://ufcstats.com/fight-details/b3f4583109b429af
5868,,UFC 92: The Ultimate 2008,Yushin Okami vs. Dean Lister,Yushin Okami ,Middleweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Herb Dean,Tony Weeks 27 - 30.Marcos Rosales 27 - 30.Lester Griffin 27 - 30.,http://ufcstats.com/fight-details/4918b7e3600f67a1
5869,,UFC 92: The Ultimate 2008,Antoni Hardonk vs. Mike Wessel,Antoni Hardonk ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",2,2:09,429,Yves Lavigne,Punches to Head From Mount ,http://ufcstats.com/fight-details/59e653313c871c3f
5870,,UFC 92: The Ultimate 2008,Matt Hamill vs. Reese Andy,Matt Hamill ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",2,2:19,439,Steve Mazzagatti,Punches to Head From Half Guard ,http://ufcstats.com/fight-details/539eff1fe2fb39ba
5871,,UFC 92: The Ultimate 2008,Brad Blackburn vs. Ryo Chonan,Brad Blackburn ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Herb Dean,Patricia Morse-Jarman 28 - 29.Marcos Rosales 28 - 29.Jeff Mullen 28 - 29.,http://ufcstats.com/fight-details/f27bf6f21410547f
5872,,UFC 92: The Ultimate 2008,Pat Barry vs. Dan Evensen,Pat Barry ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,2:36,156,Yves Lavigne,Kicks to Leg At Distance ,http://ufcstats.com/fight-details/8add23232cdb36ee
5873,,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Efrain Escudero vs. Phillipe Nover,Efrain Escudero ,Lightweight,1,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Steve Mazzagatti,Patricia Morse-Jarman 28 - 29.Glenn Trowbridge 28 - 29.Marcos Rosales 28 - 29.,http://ufcstats.com/fight-details/86b8419f22f398c0
5874,,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Ryan Bader vs. Vinny Magalhaes,Ryan Bader ,Heavyweigh,1,0,KO/TKO ,"[5, 5, 5]",1,2:18,138,Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/e65da830a1928fe6
5875,,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Anthony Johnson vs. Kevin Burns,Anthony Johnson ,Welterweight,0,0,KO/TKO ,"[5, 5, 5]",3,0:28,628,Mario Yamasaki,Kick to Head At Distance ,http://ufcstats.com/fight-details/f7cd0a90da3be3b2
5876,,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Wilson Gouveia vs. Jason MacDonald,Wilson Gouveia ,Middleweight,0,0,KO/TKO ,"[5, 5, 5]",1,2:18,138,Josh Rosenthal,Elbow to Head From Half GuardSubmission to Strikes,http://ufcstats.com/fight-details/0b58bd40373b1811
5877,,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Junie Browning vs. David Kaplan,Junie Browning ,Lightweight,0,0,Submission ,"[5, 5, 5]",2,1:32,392,Steve Mazzagatti,Armbar From Side Control ,http://ufcstats.com/fight-details/ec8ad2966a6816b3
5878,,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Krzysztof Soszynski vs. Shane Primm,Krzysztof Soszynski ,Heavyweigh,0,0,Submission ,"[5, 5, 5]",2,3:27,507,Herb Dean,Kimura From Half Guard ,http://ufcstats.com/fight-details/edeba52fc9b2855f
5879,,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Eliot Marshall vs. Jules Bruchez,Eliot Marshall ,Heavyweigh,0,0,Submission ,"[5, 5, 5]",1,1:27,87,Mario Yamasaki,Rear Naked Choke ,http://ufcstats.com/fight-details/59bd4e83d8f846ee
5880,,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Tom Lawlor vs. Kyle Kingsbury,Tom Lawlor ,Heavyweigh,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Josh Rosenthal,Glenn Trowbridge 28 - 29.Roy Silbert 28 - 29.Jeff Collins 28 - 29.,http://ufcstats.com/fight-details/09b36c7157770516
5881,,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Shane Nelson vs. George Roop,Shane Nelson ,Lightweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Mario Yamasaki,Adalaide Byrd 28 - 29.Al Lefkowitz 29 - 28.Marcos Rosales 28 - 29.,http://ufcstats.com/fight-details/52e07b6540fad19e
5882,,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Rolando Delgado vs. John Polakowski,Rolando Delgado ,Lightweight,0,0,Submission ,"[5, 5, 5]",2,2:18,438,Josh Rosenthal,Guillotine Choke After Drop to Guard ,http://ufcstats.com/fight-details/bacb62c4f2058fd8
5883,,UFC Fight Night - Fight for the Troops,Josh Koscheck vs. Yoshiyuki Yoshida,Josh Koscheck ,Welterweight,0,0,KO/TKO ,"[5, 5, 5]",1,2:15,135,Mario Yamasaki,Punches to Head At Distance ,http://ufcstats.com/fight-details/11c3035dd9104e50
5884,,UFC Fight Night - Fight for the Troops,Mike Swick vs. Jonathan Goulet,Mike Swick ,Welterweight,0,0,KO/TKO ,"[5, 5, 5]",1,0:33,33,Dan Miragliotta,Punch to Head At Distance ,http://ufcstats.com/fight-details/0f235698600c962e
5885,,UFC Fight Night - Fight for the Troops,Steve Cantwell vs. Razak Al-Hassan,Steve Cantwell ,Heavyweigh,0,0,Submission ,"[5, 5, 5]",1,4:04,244,Mario Yamasaki,Armbar From MountTechnical Submission,http://ufcstats.com/fight-details/d8f64b001cd590fa
5886,,UFC Fight Night - Fight for the Troops,Tim Credeur vs. Nate Loughran,Tim Credeur ,Middleweight,0,0,KO/TKO ,"[5, 5, 5]",2,5:00,600,Dan Miragliotta,toRib Injury,http://ufcstats.com/fight-details/83406cd29d3c2d0f
5887,,UFC Fight Night - Fight for the Troops,Jim Miller vs. Matt Wiman,Jim Miller ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Mario Yamasaki,27 - 30.27 - 30.26 - 30.,http://ufcstats.com/fight-details/d90567f7d4372160
5888,,UFC Fight Night - Fight for the Troops,Luigi Fioravanti vs. Brodie Farber,Luigi Fioravanti ,Catch Weight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Al Coley,27 - 30.27 - 30.27 - 30.,http://ufcstats.com/fight-details/ecfe522e5f1e766b
5889,,UFC Fight Night - Fight for the Troops,Steve Bruno vs. Johnny Rees,Steve Bruno ,Welterweight,0,0,Submission ,"[5, 5, 5]",2,3:44,524,Donnie Jessup,Rear Naked Choke ,http://ufcstats.com/fight-details/44c9ca6a502db390
5890,,UFC Fight Night - Fight for the Troops,Ben Saunders vs. Brandon Wolff,Ben Saunders ,Welterweight,0,0,KO/TKO ,"[5, 5, 5]",1,1:49,109,Al Coley,Knees to Head In Clinch ,http://ufcstats.com/fight-details/79298011365a6d90
5891,,UFC Fight Night - Fight for the Troops,Dale Hartt vs. Corey Hill,Dale Hartt ,Lightweight,0,0,KO/TKO ,"[5, 5, 5]",2,0:20,320,Donnie Jessup,toLeg Injury,http://ufcstats.com/fight-details/c4e16d57dd9a1b39
5892,,UFC Fight Night - Fight for the Troops,Justin McCully vs. Eddie Sanchez,Justin McCully ,Heavyweigh,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Dan Miragliotta,28 - 29.28 - 29.27 - 30.,http://ufcstats.com/fight-details/2f736846aebbf12d
5893,,UFC 91: Couture vs Lesnar,Brock Lesnar vs. Randy Couture,Brock Lesnar ,Heavyweigh,1,0,KO/TKO ,"[5, 5, 5, 5, 5]",2,3:07,487,Mario Yamasaki,Punches to Head On Ground ,http://ufcstats.com/fight-details/75577b11361cb645
5894,,UFC 91: Couture vs Lesnar,Kenny Florian vs. Joe Stevenson,Kenny Florian ,Lightweight,0,0,Submission ,"[5, 5, 5]",1,4:03,243,Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/821c27f0dbb27e86
5895,,UFC 91: Couture vs Lesnar,Dustin Hazelett vs. Tamdan McCrory,Dustin Hazelett ,Welterweight,0,0,Submission ,"[5, 5, 5]",1,3:59,239,Steve Mazzagatti,Armbar From Bottom Guard ,http://ufcstats.com/fight-details/c739195deef32b45
5896,,UFC 91: Couture vs Lesnar,Gabriel Gonzaga vs. Josh Hendricks,Gabriel Gonzaga ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,1:01,61,Steve Mazzagatti,Punch to Head At Distance ,http://ufcstats.com/fight-details/e94d7bfb0c92e30d
5897,,UFC 91: Couture vs Lesnar,Demian Maia vs. Nate Quarry,Demian Maia ,Middleweight,0,0,Submission ,"[5, 5, 5]",1,2:13,133,Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/bfd846ad4d597bbb
5898,,UFC 91: Couture vs Lesnar,Aaron Riley vs. Jorge Gurgel,Aaron Riley ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Mario Yamasaki,Patricia Morse-Jarman 28 - 29.Jeff Collins 28 - 29.Cecil Peoples 28 - 29.,http://ufcstats.com/fight-details/958bd435389dd12a
