,DATE,EVENT,BOUT,Winner,WeightClass,Tittle,Women_fight,METHOD,TIME FORMAT,ROUND,TIME,TotalTime,REFEREE,DETAILS,URL
5714,,UFC Fight Night: Diaz vs Guillard,Nate Diaz vs. Melvin Guillard,Nate Diaz ,Lightweight,0,0,Submission ,"[5, 5, 5]",2,2:13,433,Herb Dean,Guillotine Choke From Bottom Half Guard ,http://ufcstats.com/fight-details/1287c631cb74f1d9
5715,,UFC Fight Night: Diaz vs Guillard,Gray Maynard vs. Roger Huerta,Gray Maynard ,Lightweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Dan Miragliotta,Chris Lee 29 - 28.Cecil Peoples 27 - 30.Glenn Trowbridge 27 - 30.,http://ufcstats.com/fight-details/b4a81d7eb4e42c1c
5716,,UFC Fight Night: Diaz vs Guillard,Carlos Condit vs. Jake Ellenberger,Carlos Condit ,Welterweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Leon Roberts,Sal D'amato 28 - 29.Chris Lee 28 - 29.Cecil Peoples 29 - 28.,http://ufcstats.com/fight-details/aceaa32be99719b0
5717,,UFC Fight Night: Diaz vs Guillard,Nate Quarry vs. Tim Credeur,Nate Quarry ,Middleweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Herb Dean,Sal D'amato 28 - 29.Cecil Peoples 27 - 29.Glenn Trowbridge 28 - 29.,http://ufcstats.com/fight-details/b589aba75770bc6b
5718,,UFC Fight Night: Diaz vs Guillard,Brian Stann vs. Steve Cantwell,Brian Stann ,Heavyweigh,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Kevin Nix,Bobby Higdon 27 - 30.Jim Lambert 27 - 30.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/c1be2b862f737c18
5719,,UFC Fight Night: Diaz vs Guillard,Mike Pyle vs. Chris Wilson,Mike Pyle ,Welterweight,0,0,Submission ,"[5, 5, 5]",3,2:15,735,Dan Miragliotta,Guillotine Choke From Bottom Half Guard ,http://ufcstats.com/fight-details/7c620723b6840231
5720,,UFC Fight Night: Diaz vs Guillard,CB Dollaway vs. Jay Silva,CB Dollaway ,Middleweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Leon Roberts,Jim Lambert 28 - 29.Chris Lee 28 - 29.Gary Ritter 28 - 29.,http://ufcstats.com/fight-details/e83b214695941af1
5721,,UFC Fight Night: Diaz vs Guillard,Jeremy Stephens vs. Justin Buchholz,Jeremy Stephens ,Lightweight,0,0,TKO - Doctor's Stoppage ,"[5, 5, 5]",1,3:23,203,Kevin Nix,Facial Cuts,http://ufcstats.com/fight-details/4553c3ab494c2d05
5722,,UFC Fight Night: Diaz vs Guillard,Mike Pierce vs. Brock Larson,Mike Pierce ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Tom Jones,Bobby Higdon 27 - 30.Chris Lee 27 - 30.Glenn Trowbridge 27 - 30.,http://ufcstats.com/fight-details/0454bfbc49e95c16
5723,,UFC Fight Night: Diaz vs Guillard,Ryan Jensen vs. Steve Steinbeiss,Ryan Jensen ,Middleweight,0,0,Submission ,"[5, 5, 5]",1,3:56,236,Gary Ritter,Guillotine Choke After Drop to GroundTechnical Submission,http://ufcstats.com/fight-details/d6e75e0238d3ad9b
5724,,UFC 102: Couture vs Nogueira,Antonio Rodrigo Nogueira vs. Randy Couture,Antonio Rodrigo Nogueira ,Heavyweigh,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Mario Yamasaki,Nelson Hamilton 27 - 30.Marcos Rosales 27 - 30.Glenn Trowbridge 28 - 29.,http://ufcstats.com/fight-details/2a23f787fff1d837
5725,,UFC 102: Couture vs Nogueira,Thiago Silva vs. Keith Jardine,Thiago Silva ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,1:35,95,Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/39f07708af6ecfc7
5726,,UFC 102: Couture vs Nogueira,Jake Rosholt vs. Chris Leben,Jake Rosholt ,Middleweight,0,0,Submission ,"[5, 5, 5]",3,1:30,690,Yves Lavigne,Arm Triangle From Side ControlTechnical Submission,http://ufcstats.com/fight-details/e3c9c95b67580b9b
5727,,UFC 102: Couture vs Nogueira,Nate Marquardt vs. Demian Maia,Nate Marquardt ,Middleweight,0,0,KO/TKO ,"[5, 5, 5]",1,0:21,21,Dave Hagen,Punch to Head At Distance ,http://ufcstats.com/fight-details/3445246f8e3eba24
5728,,UFC 102: Couture vs Nogueira,Brandon Vera vs. Krzysztof Soszynski,Brandon Vera ,Heavyweigh,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Herb Dean,Nelson Hamilton 27 - 30.Marcos Rosales 27 - 30.Dave Hagen 27 - 30.,http://ufcstats.com/fight-details/6d32a829217cf2fa
5729,,UFC 102: Couture vs Nogueira,Aaron Simpson vs. Ed Herman,Aaron Simpson ,Middleweight,0,0,KO/TKO ,"[5, 5, 5]",2,0:17,317,Yves Lavigne,toKnee Injury,http://ufcstats.com/fight-details/2711e57bbef4d928
5730,,UFC 102: Couture vs Nogueira,Gabriel Gonzaga vs. Chris Tuchscherer,Gabriel Gonzaga ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,2:27,147,Dave Hagen,Punches to Head On Ground ,http://ufcstats.com/fight-details/4d3297af1b7889ba
5731,,UFC 102: Couture vs Nogueira,Mike Russow vs. Justin McCully,Mike Russow ,Heavyweigh,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Herb Dean,Marcos Rosales 26 - 30.Glenn Trowbridge 27 - 30.Trevor Trachsel 28 - 29.,http://ufcstats.com/fight-details/6ae10aa4c6dc986d
5732,,UFC 102: Couture vs Nogueira,Todd Duffee vs. Tim Hague,Todd Duffee ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,0:07,7,Mario Yamasaki,Punch to Head At Distance ,http://ufcstats.com/fight-details/fa0d393a452c0809
5733,,UFC 102: Couture vs Nogueira,Mark Munoz vs. Nick Catone,Mark Munoz ,Middleweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Yves Lavigne,Marcos Rosales 27 - 30.Glenn Trowbridge 28 - 29.Ken Barringer 29 - 28.,http://ufcstats.com/fight-details/fd292c2a587bb2f5
5734,,UFC 102: Couture vs Nogueira,Evan Dunham vs. Marcus Aurelio,Evan Dunham ,Lightweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Shawn Gregory,Jana Richmond 28 - 29.Nelson Hamilton 29 - 28.Lester Griffin 27 - 30.,http://ufcstats.com/fight-details/b0958ed411ae9675
5735,,UFC 101: Declaration,BJ Penn vs. Kenny Florian,BJ Penn ,Lightweight,1,0,Submission ,"[5, 5, 5, 5, 5]",4,3:54,1134,Dan Miragliotta,Rear Naked Choke ,http://ufcstats.com/fight-details/73a4a092c1850b57
5736,,UFC 101: Declaration,Anderson Silva vs. Forrest Griffin,Anderson Silva ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,3:23,203,Kevin Mulhall,Punch to Head At Distance ,http://ufcstats.com/fight-details/de495aa2ec1f1e91
5737,,UFC 101: Declaration,Aaron Riley vs. Shane Nelson,Aaron Riley ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Kevin Mulhall,Nelson Hamilton 27 - 30.Eric Colon 27 - 30.Jeff Blatnick 27 - 30.,http://ufcstats.com/fight-details/6a61d45818534b19
5738,,UFC 101: Declaration,Johny Hendricks vs. Amir Sadollah,Johny Hendricks ,Welterweight,0,0,KO/TKO ,"[5, 5, 5]",1,0:29,29,Dan Miragliotta,Punches to Head On Ground ,http://ufcstats.com/fight-details/28037f9be7e0781a
5739,,UFC 101: Declaration,Ricardo Almeida vs. Kendall Grove,Ricardo Almeida ,Middleweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Mario Yamasaki,Jeff Blatnick 27 - 30.Doug Crosby 27 - 30.Nelson Hamilton 27 - 30.,http://ufcstats.com/fight-details/a9dc59e90779c1e3
5740,,UFC 101: Declaration,Kurt Pellegrino vs. Josh Neer,Kurt Pellegrino ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Dan Miragliotta,Brad Duruttya 27 - 30.Cardo Urso 27 - 30.Eric Colon 27 - 30.,http://ufcstats.com/fight-details/b71f07f052d0a48b
5741,,UFC 101: Declaration,John Howard vs. Tamdan McCrory,John Howard ,Welterweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Mario Yamasaki,Doug Crosby 28 - 29.Brad Duruttya 29 - 28.Cardo Urso 28 - 29.,http://ufcstats.com/fight-details/ef6a0ee848382391
5742,,UFC 101: Declaration,Alessio Sakara vs. Thales Leites,Alessio Sakara ,Middleweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Marc Goddard,Jeff Blatnick 28 - 29.Cardo Urso 30 - 27.Nelson Hamilton 28 - 29.,http://ufcstats.com/fight-details/faec13fd40b6d797
5743,,UFC 101: Declaration,Matthew Riddle vs. Dan Cramer,Matthew Riddle ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Keith Peterson,Eric Colon 27 - 29.Doug Crosby 26 - 30.Brad Duruttya 27 - 30.,http://ufcstats.com/fight-details/5a8c92dfbb16d26f
5744,,UFC 101: Declaration,George Sotiropoulos vs. George Roop,George Sotiropoulos ,Lightweight,0,0,Submission ,"[5, 5, 5]",2,1:59,419,Marc Goddard,Kimura From Side Control ,http://ufcstats.com/fight-details/8ead66bc1678519b
5745,,UFC 101: Declaration,Jesse Lennox vs. Danillo Villefort,Jesse Lennox ,Welterweight,0,0,TKO - Doctor's Stoppage ,"[5, 5, 5]",3,3:37,817,Keith Peterson,Facial Cut,http://ufcstats.com/fight-details/ea9edb20f527b49e
5746,,UFC 100,Jon Fitch vs. Paulo Thiago,Jon Fitch ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Yves Lavigne,Patricia Morse-Jarman 28 - 29.Cecil Peoples 28 - 29.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/55833bf5054126e2
5747,,UFC 100,Brock Lesnar vs. Frank Mir,Brock Lesnar ,Heavyweigh,1,0,KO/TKO ,"[5, 5, 5, 5, 5]",2,1:48,408,Herb Dean,Punches to Head On Ground ,http://ufcstats.com/fight-details/8df2751dcbfa0fa2
5748,,UFC 100,Georges St-Pierre vs. Thiago Alves,Georges St-Pierre ,Welterweight,1,0,Decision - Unanimous ,"[5, 5, 5, 5, 5]",5,5:00,1500,Steve Mazzagatti,Doug Crosby 44 - 50.Adalaide Byrd 45 - 50.Marcos Rosales 45 - 50.,http://ufcstats.com/fight-details/b0dfb313364a7c80
5749,,UFC 100,Dan Henderson vs. Michael Bisping,Dan Henderson ,Middleweight,0,0,KO/TKO ,"[5, 5, 5]",2,3:20,500,Mario Yamasaki,Punch to Head At Distance ,http://ufcstats.com/fight-details/6d1093a1c31dab94
5750,,UFC 100,Yoshihiro Akiyama vs. Alan Belcher,Yoshihiro Akiyama ,Middleweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Mario Yamasaki,Adalaide Byrd 27 - 30.Doug Crosby 29 - 28.Patricia Morse-Jarman 28 - 29.,http://ufcstats.com/fight-details/15705df8ba8dcbe1
5751,,UFC 100,Mark Coleman vs. Stephan Bonnar,Mark Coleman ,Heavyweigh,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Herb Dean,Nelson Hamilton 28 - 29.Marcos Rosales 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/f885b95dbb354e3d
5752,,UFC 100,Jim Miller vs. Mac Danzig,Jim Miller ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Steve Mazzagatti,Doug Crosby 27 - 30.Marcos Rosales 27 - 30.Glenn Trowbridge 27 - 30.,http://ufcstats.com/fight-details/d9c3d7b09d8df3e4
5753,,UFC 100,Jon Jones vs. Jake O'Brien,Jon Jones ,Heavyweigh,0,0,Submission ,"[5, 5, 5]",2,2:43,463,Yves Lavigne,Guillotine Choke Standing ,http://ufcstats.com/fight-details/6f6158830b01ea27
5754,,UFC 100,Dong Hyun Kim vs. TJ Grant,Dong Hyun Kim ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Mario Yamasaki,Doug Crosby 26 - 30.Tony Weeks 26 - 30.Cecil Peoples 26 - 30.,http://ufcstats.com/fight-details/b6234bf015c80fc5
5755,,UFC 100,Tom Lawlor vs. CB Dollaway,Tom Lawlor ,Middleweight,0,0,Submission ,"[5, 5, 5]",1,0:55,55,Yves Lavigne,Guillotine Choke After Drop to GuardTechnical Submission,http://ufcstats.com/fight-details/f8896b43f4ecf861
5756,,UFC 100,Shannon Gugerty vs. Matt Grice,Shannon Gugerty ,Lightweight,0,0,Submission ,"[5, 5, 5]",1,2:36,156,Herb Dean,Guillotine Choke From Mount ,http://ufcstats.com/fight-details/55bcf58be822d115
5757,,The Ultimate Fighter: United States vs. United Kingdom Finale,Diego Sanchez vs. Clay Guida,Diego Sanchez ,Lightweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Josh Rosenthal,Patricia Morse-Jarman 29 - 28.Glenn Trowbridge 27 - 29.Nelson Hamilton 28 - 29.,http://ufcstats.com/fight-details/468d6da7f097e449
5758,,The Ultimate Fighter: United States vs. United Kingdom Finale,James Wilks vs. DaMarques Johnson,James Wilks ,Welterweight,1,0,Submission ,"[5, 5, 5]",1,4:54,294,Steve Mazzagatti,Rear Naked Choke ,http://ufcstats.com/fight-details/036bb5b335e93ca8
5759,,The Ultimate Fighter: United States vs. United Kingdom Finale,Chris Lytle vs. Kevin Burns,Chris Lytle ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Herb Dean,Adalaide Byrd 28 - 29.Abe Belardo 28 - 29.Dave Hagen 28 - 29.,http://ufcstats.com/fight-details/4ae231bd909ceddc
5760,,The Ultimate Fighter: United States vs. United Kingdom Finale,Ross Pearson vs. Andre Winner,Ross Pearson ,Lightweight,1,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Herb Dean,Nelson Hamilton 28 - 29.Tony Weeks 28 - 29.Glenn Trowbridge 28 - 29.,http://ufcstats.com/fight-details/1d30430af5257347
5761,,The Ultimate Fighter: United States vs. United Kingdom Finale,Joe Stevenson vs. Nate Diaz,Joe Stevenson ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Steve Mazzagatti,Patricia Morse-Jarman 28 - 29.Abe Belardo 28 - 29.Marcos Rosales 28 - 29.,http://ufcstats.com/fight-details/11871325db7a13ec
5762,,The Ultimate Fighter: United States vs. United Kingdom Finale,Melvin Guillard vs. Gleison Tibau,Melvin Guillard ,Lightweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Josh Rosenthal,Glenn Trowbridge 28 - 29.Dave Hagen 28 - 29.Nelson Hamilton 29 - 28.,http://ufcstats.com/fight-details/a5a5e24f4dd40fbf
5763,,The Ultimate Fighter: United States vs. United Kingdom Finale,Brad Blackburn vs. Edgar Garcia,Brad Blackburn ,Welterweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Kim Winslow,Adalaide Byrd 29 - 28.Patricia Morse-Jarman 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/08c5dcd426dea606
5764,,The Ultimate Fighter: United States vs. United Kingdom Finale,Tomasz Drwal vs. Mike Ciesnolevicz,Tomasz Drwal ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,4:48,288,Herb Dean,Knee to Head In Clinch ,http://ufcstats.com/fight-details/0486ad62f7dfd11e
5765,,The Ultimate Fighter: United States vs. United Kingdom Finale,Nick Osipczak vs. Frank Lester,Nick Osipczak ,Welterweight,0,0,Submission ,"[5, 5, 5]",1,3:40,220,Kim Winslow,Rear Naked Choke ,http://ufcstats.com/fight-details/707d6023b8723c5d
5766,,The Ultimate Fighter: United States vs. United Kingdom Finale,Jason Dent vs. Cameron Dollar,Jason Dent ,Lightweight,0,0,Submission ,"[5, 5, 5]",1,4:46,286,Josh Rosenthal,Anaconda Choke From Front Headlock ,http://ufcstats.com/fight-details/43712d71cec9bde6
5767,,UFC 99: The Comeback,Rich Franklin vs. Wanderlei Silva,Rich Franklin ,Catch Weight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Mario Yamasaki,Chris Lee 27 - 30.Andy Roberts 28 - 29.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/fcf3b0d21df10f56
5768,,UFC 99: The Comeback,Cain Velasquez vs. Cheick Kongo,Cain Velasquez ,Heavyweigh,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Dan Miragliotta,Doug Crosby 27 - 30.Keith Hughes 27 - 30.Chris Watts 27 - 30.,http://ufcstats.com/fight-details/09e7db36cd72bf61
5769,,UFC 99: The Comeback,Mirko Filipovic vs. Mostapha Al-Turk,Mirko Filipovic ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,3:06,186,Dan Miragliotta,Punches to Head At Distance ,http://ufcstats.com/fight-details/3b44d0179f94726c
5770,,UFC 99: The Comeback,Mike Swick vs. Ben Saunders,Mike Swick ,Welterweight,0,0,KO/TKO ,"[5, 5, 5]",2,3:47,527,Leon Roberts,Punches to Head At Distance ,http://ufcstats.com/fight-details/df28f8cb5a12ec8e
5771,,UFC 99: The Comeback,Spencer Fisher vs. Caol Uno,Spencer Fisher ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Mario Yamasaki,Howard Hughes 28 - 29.Chris Watts 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/cfacff39c9f3b2f9
5772,,UFC 99: The Comeback,Dan Hardy vs. Marcus Davis,Dan Hardy ,Welterweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Marc Goddard,Doug Crosby 28 - 29.Andy Roberts 29 - 28.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/11ca5d09db47708b
5773,,UFC 99: The Comeback,Terry Etim vs. Justin Buchholz,Terry Etim ,Lightweight,0,0,Submission ,"[5, 5, 5]",2,2:38,458,Leon Roberts,D'Arce Choke From Front Headlock ,http://ufcstats.com/fight-details/0d09e95e85efad69
5774,,UFC 99: The Comeback,Dennis Siver vs. Dale Hartt,Dennis Siver ,Lightweight,0,0,Submission ,"[5, 5, 5]",1,3:23,203,Marc Goddard,Rear Naked Choke ,http://ufcstats.com/fight-details/bb0794053766a866
5775,,UFC 99: The Comeback,Paul Taylor vs. Peter Sobotta,Paul Taylor ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Leon Roberts,Chris Lee 27 - 30.Chris Watts 27 - 30.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/83314e1ed6f7d94e
5776,,UFC 99: The Comeback,Paul Kelly vs. Rolando Delgado,Paul Kelly ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Mario Yamasaki,Howard Hughes 28 - 29.Chris Lee 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/cd45a78028039f53
5777,,UFC 99: The Comeback,Stefan Struve vs. Denis Stojnic,Stefan Struve ,Heavyweigh,0,0,Submission ,"[5, 5, 5]",2,2:37,457,Dan Miragliotta,Rear Naked Choke ,http://ufcstats.com/fight-details/440936f9db783997
5778,,UFC 99: The Comeback,John Hathaway vs. Rick Story,John Hathaway ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Marc Goddard,Doug Crosby 28 - 29.Howard Hughes 27 - 30.Andy Roberts 28 - 29.,http://ufcstats.com/fight-details/f25d324841223f26
5779,,UFC 98: Evans vs Machida,Lyoto Machida vs. Rashad Evans,Lyoto Machida ,Heavyweigh,1,0,KO/TKO ,"[5, 5, 5, 5, 5]",2,3:57,537,Mario Yamasaki,Punch to Head At Distance ,http://ufcstats.com/fight-details/15750dc75b7426f3
5780,,UFC 98: Evans vs Machida,Matt Hughes vs. Matt Serra,Matt Hughes ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Steve Mazzagatti,Tony Weeks 28 - 29.Jeff Collins 28 - 29.Lester Griffin 28 - 29.,http://ufcstats.com/fight-details/d1e144ce44599f3a
5781,,UFC 98: Evans vs Machida,Drew McFedries vs. Xavier Foupa-Pokam,Drew McFedries ,Middleweight,0,0,KO/TKO ,"[5, 5, 5]",1,0:37,37,Yves Lavigne,Punches to Head At Distance ,http://ufcstats.com/fight-details/62fbd9d089a9a306
5782,,UFC 98: Evans vs Machida,Chael Sonnen vs. Dan Miller,Chael Sonnen ,Middleweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Yves Lavigne,Adalaide Byrd 27 - 30.Lester Griffin 27 - 30.Roy Silbert 27 - 30.,http://ufcstats.com/fight-details/1e87e0e4da55c92f
5783,,UFC 98: Evans vs Machida,Frankie Edgar vs. Sean Sherk,Frankie Edgar ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Herb Dean,Patricia Morse-Jarman 27 - 30.Tony Weeks 27 - 30.Jeff Collins 27 - 30.,http://ufcstats.com/fight-details/eb23f3574b656624
5784,,UFC 98: Evans vs Machida,Brock Larson vs. Mike Pyle,Brock Larson ,Welterweight,0,0,Submission ,"[5, 5, 5]",1,3:06,186,Mario Yamasaki,Arm Triangle From Side Control ,http://ufcstats.com/fight-details/b9be472f456cac79
5785,,UFC 98: Evans vs Machida,Tim Hague vs. Pat Barry,Tim Hague ,Heavyweigh,0,0,Submission ,"[5, 5, 5]",1,1:42,102,Steve Mazzagatti,Guillotine Choke From Front Headlock ,http://ufcstats.com/fight-details/f1423b63d81c88ea
5786,,UFC 98: Evans vs Machida,Kyle Bradley vs. Phillipe Nover,Kyle Bradley ,Lightweight,0,0,KO/TKO ,"[5, 5, 5]",1,1:03,63,Yves Lavigne,Punches to Head On Ground ,http://ufcstats.com/fight-details/b4bf090eb5c57903
5787,,UFC 98: Evans vs Machida,Krzysztof Soszynski vs. Andre Gusmao,Krzysztof Soszynski ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,3:17,197,Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/dd400f38c483f629
5788,,UFC 98: Evans vs Machida,Yoshiyuki Yoshida vs. Brandon Wolff,Yoshiyuki Yoshida ,Welterweight,0,0,Submission ,"[5, 5, 5]",1,2:24,144,Steve Mazzagatti,Guillotine Choke From Bottom Guard ,http://ufcstats.com/fight-details/54d14f98d4a83def
5789,,UFC 98: Evans vs Machida,George Roop vs. David Kaplan,George Roop ,Lightweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Herb Dean,Tony Weeks 29 - 28.Sal D'amato 27 - 30.Lester Griffin 27 - 30.,http://ufcstats.com/fight-details/5060770f197e2147
5790,,UFC 97: Redemption,Anderson Silva vs. Thales Leites,Anderson Silva ,Middleweight,1,0,Decision - Unanimous ,"[5, 5, 5, 5, 5]",5,5:00,1500,Yves Lavigne,Doug Crosby 46 - 49.Nelson Hamilton 47 - 48.Roussel Benoit 46 - 50.,http://ufcstats.com/fight-details/7291a111058dbf0e
5791,,UFC 97: Redemption,Sam Stout vs. Matt Wiman,Sam Stout ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Dan Miragliotta,Claude Paquette 28 - 29.Cecil Peoples 28 - 29.Benoit Roussel 28 - 29.,http://ufcstats.com/fight-details/de84ebe3b8cb8cd3
5792,,UFC 97: Redemption,Mauricio Rua vs. Chuck Liddell,Mauricio Rua ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,4:28,268,Mario Yamasaki,Punch to Head At Distance ,http://ufcstats.com/fight-details/d29dd21d8881a0e0
5793,,UFC 97: Redemption,Krzysztof Soszynski vs. Brian Stann,Krzysztof Soszynski ,Heavyweigh,0,0,Submission ,"[5, 5, 5]",1,3:53,233,Dan Miragliotta,Kimura From Side Control ,http://ufcstats.com/fight-details/1f64e532f942ef57
5794,,UFC 97: Redemption,Cheick Kongo vs. Antoni Hardonk,Cheick Kongo ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",2,2:29,449,Yves Lavigne,Punches to Head On Ground ,http://ufcstats.com/fight-details/bcba81de8f082768
5795,,UFC 97: Redemption,Luiz Cane vs. Steve Cantwell,Luiz Cane ,Heavyweigh,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Mario Yamasaki,Nelson Hamilton 28 - 29.Sylvain Leblanc 27 - 30.Cecil Peoples 27 - 30.,http://ufcstats.com/fight-details/0bf025d86cc2a409
5796,,UFC 97: Redemption,Denis Kang vs. Xavier Foupa-Pokam,Denis Kang ,Middleweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Philippe Chartier,Doug Crosby 27 - 30.Nelson Hamilton 27 - 30.Cecil Peoples 27 - 30.,http://ufcstats.com/fight-details/154da5e0d8541508
5797,,UFC 97: Redemption,Nate Quarry vs. Jason MacDonald,Nate Quarry ,Middleweight,0,0,KO/TKO ,"[5, 5, 5]",1,2:27,147,Mario Yamasaki,Elbows to Head From Guard ,http://ufcstats.com/fight-details/793432d042384a02
5798,,UFC 97: Redemption,Ed Herman vs. David Loiseau,Ed Herman ,Middleweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Philippe Chartier,Nelson Hamilton 26 - 30.Sylvain Leblanc 27 - 30.Claude Paquette 27 - 30.,http://ufcstats.com/fight-details/06142a1de3bbae75
5799,,UFC 97: Redemption,Mark Bocek vs. David Bielkheden,Mark Bocek ,Lightweight,0,0,Submission ,"[5, 5, 5]",1,4:57,297,Dan Miragliotta,Rear Naked Choke ,http://ufcstats.com/fight-details/bdb62b661d033fe2
5800,,UFC 97: Redemption,TJ Grant vs. Ryo Chonan,TJ Grant ,Welterweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Philippe Chartier,Nelson Hamilton 27 - 30.Cecil Peoples 29 - 28.Claude Paquette 28 - 29.,http://ufcstats.com/fight-details/226de3e7e71f2b4f
5801,,UFC 97: Redemption,Eliot Marshall vs. Vinny Magalhaes,Eliot Marshall ,Heavyweigh,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Yves Lavigne,Sylvain Leblanc 28 - 29.Claude Paquette 27 - 30.Roussel Benoit 27 - 30.,http://ufcstats.com/fight-details/c6a5ed1127cbc9b9
5802,,UFC Fight Night: Condit vs Kampmann,Martin Kampmann vs. Carlos Condit,Martin Kampmann ,Welterweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Herb Dean,Doug Crosby 28 - 29.Cecil Peoples 29 - 28.Nelson Hamilton 28 - 29.,http://ufcstats.com/fight-details/ae68274ab6f78cd8
5803,,UFC Fight Night: Condit vs Kampmann,Ryan Bader vs. Carmelo Marrero,Ryan Bader ,Heavyweigh,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Dan Miragliotta,Richard Bertrand 27 - 30.Doug Crosby 27 - 30.Sal D'amato 27 - 30.,http://ufcstats.com/fight-details/a7d42315236560e9
5804,,UFC Fight Night: Condit vs Kampmann,Tyson Griffin vs. Rafael Dos Anjos,Tyson Griffin ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Mario Yamasaki,Sal D'amato 27 - 30.Nelson Hamilton 27 - 30.Cecil Peoples 27 - 30.,http://ufcstats.com/fight-details/f1100f1bc6cbb351
