FIGHTER,HEIGHT_fighter,WEIGHT_fighter,REACH_fighter,STANCE_fighter,Fights,Win,DRAW,Lost,No_contest,TotalTime,KD_fighter,SUB.ATT_fighter,REV._fighter,CTRL_fighter,SIG.STR._landed_fighter,SIG.STR._attemps_fighter,TOTAL STR._landed_fighter,TOTAL STR._attemps_fighter,TD_landed_fighter,TD_attemps_fighter,HEAD_landed_fighter,HEAD_attemps_fighter,BODY_landed_fighter,BODY_attemps_fighter,LEG_landed_fighter,LEG_attemps_fighter,DISTANCE_landed_fighter,DISTANCE_attemps_fighter,CLINCH_landed_fighter,CLINCH_attemps_fighter,GROUND_landed_fighter,GROUND_attemps_fighter,KD_opponent,SUB.ATT_opponent,REV._opponent,CTRL_opponent,SIG.STR._landed_opponent,SIG.STR._attemps_opponent,TOTAL STR._landed_opponent,TOTAL STR._attemps_opponent,TD_landed_opponent,TD_attemps_opponent,HEAD_landed_opponent,HEAD_attemps_opponent,BODY_landed_opponent,BODY_attemps_opponent,LEG_landed_opponent,LEG_attemps_opponent,DISTANCE_landed_opponent,DISTANCE_attemps_opponent,CLINCH_landed_opponent,CLINCH_attemps_opponent,GROUND_landed_opponent,GROUND_attemps_opponent,form_skore_fighter,Win_Decision,Win_Other,Win-striking,Win-ground,Lost_Decision,Lost_Other,Lost-striking,Lost-ground,AGE,fights_coef,lost_ground_rat,coef_zada,ground_def_skill,fights_coef_gr_att,win_ground_rat,coef_kontrola,ground_att_skill,fights_coef_str_def,lost_str_rat,coef_nohy,stand_def_skill,fights_coef_str_att,stand_att_skill,fights_coef_stamina,avg_time,win_dec_rat,stamina
Tim McKenzie,72.0,185.0,74.0,Orthodox,1,0,0,1,0,100,0.0,0.0,0.0,0,1,4,2,5,0,0,1,4,0,0,0,0,1,4,0,0,0,0,1.0,0.0,0.0,66.0,16.0,27.0,27.0,40.0,1.0,1.0,11.0,22.0,3.0,3.0,2.0,2.0,3.0,5.0,2.0,2.0,11.0,20.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,-1.5,1.0,0.66,18.7,-1.5,0.0,0.0,2.0,1.0,0.0,0.34,54.6,-1.5,17.3,-1.5,0.3333333333333333,0.0,17.833333333333332
Tim Means,74.0,170.0,75.0,Orthodox,26,14,0,11,1,15907,9.0,3.0,3.0,2173,1301,2708,1776,3211,20,48,800,2023,351,521,150,164,1020,2307,160,219,121,182,4.0,6.0,1.0,2499.0,950.0,2422.0,1161.0,2665.0,35.0,102.0,658.0,1982.0,168.0,289.0,124.0,151.0,814.0,2181.0,83.0,135.0,53.0,106.0,-0.2999999999999999,7.0,0.0,3.0,4.0,6.0,1.0,1.0,4.0,38.0,4.4,0.15384615384615385,0.15710064751367322,65.07159595920518,0.9565217391304348,0.11538461538461539,0.13660652542905638,44.54863143694968,13.0,0.038461538461538464,0.7062928270572704,79.71325154382927,0.9166666666666666,67.97548490988486,1.8333333333333333,2.0393589743589744,0.2692307692307692,46.97525641025641
Tim Sylvia,80.0,265.0,80.0,Orthodox,13,9,0,4,0,8253,5.0,1.0,1.0,1330,585,1401,828,1658,1,1,422,1213,75,92,88,96,396,1144,137,194,52,63,3.0,7.0,2.0,1559.0,345.0,913.0,492.0,1082.0,11.0,44.0,200.0,738.0,64.0,88.0,81.0,87.0,253.0,782.0,51.0,63.0,41.0,68.0,-0.09999999999999995,4.0,1.0,4.0,0.0,1.0,0.0,0.0,3.0,46.0,2.25,0.23076923076923078,0.18890100569489882,59.65989290607611,0.6428571428571429,0.3076923076923077,0.16115351993214588,34.966194111232284,13.0,0.0,0.6499454743729552,78.9978189749182,0.9,73.89370019293683,1.8,2.116153846153846,0.3076923076923077,48.423846153846156
Tim Williams,74.0,185.0,76.0,Orthodox,2,0,0,2,0,996,0.0,0.0,0.0,91,51,131,60,144,2,5,33,101,5,13,13,17,46,119,3,8,2,4,3.0,0.0,0.0,75.0,59.0,115.0,63.0,119.0,0.0,1.0,43.0,98.0,14.0,15.0,2.0,2.0,48.0,98.0,4.0,7.0,7.0,10.0,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,36.0,-2.0,0.0,0.07530120481927711,65.74096385542168,-0.6666666666666666,0.0,0.09136546184738956,16.11144578313253,0.6666666666666666,1.0,0.8333333333333334,34.0,-0.6666666666666666,49.5,-0.6666666666666666,1.66,0.0,23.326666666666668
Timothy Johnson,75.0,265.0,77.0,Southpaw,7,4,0,3,0,4968,1.0,0.0,0.0,2029,284,627,530,918,6,25,182,489,49,72,53,66,111,391,133,178,40,58,1.0,1.0,0.0,578.0,255.0,459.0,441.0,663.0,4.0,13.0,162.0,350.0,67.0,81.0,26.0,28.0,155.0,339.0,90.0,108.0,10.0,12.0,0.30000000000000004,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,37.0,3.0,0.0,0.11634460547504026,69.5096618357488,0.42857142857142855,0.0,0.4084138486312399,49.950051759834366,3.5,0.14285714285714285,0.4752415458937198,56.795376121463086,0.375,45.88586956521739,0.75,2.3657142857142857,0.42857142857142855,48.25857142857143
Timur Valiev,66.0,135.0,67.0,Orthodox,4,2,0,1,1,3119,1.0,1.0,0.0,845,270,509,333,587,6,15,126,323,73,104,71,82,220,446,17,20,33,43,5.0,0.0,1.0,427.0,173.0,316.0,223.0,373.0,4.0,9.0,124.0,258.0,26.0,32.0,23.0,26.0,124.0,256.0,7.0,10.0,42.0,50.0,2.7755575615628914e-17,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,33.0,0.0,0.0,0.13690285347867906,65.89291439563962,0.0,0.0,0.2709201667201026,32.191407502404616,4.0,0.0,0.5921769798012183,67.68707919204873,0.0,46.647964091054824,0.0,2.5991666666666666,0.5,47.59916666666666
Tina Lahdemaki,62.0,115.0,0.0,Orthodox,1,0,0,1,0,900,0.0,0.0,0.0,0,29,141,49,170,0,0,21,123,5,12,3,6,26,134,3,7,0,0,0.0,2.0,0.0,435.0,70.0,164.0,132.0,228.0,5.0,6.0,49.0,132.0,13.0,24.0,8.0,8.0,41.0,120.0,4.0,8.0,25.0,36.0,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,-3.0,0.0,0.48333333333333334,52.5,-1.5,0.0,0.0,2.0,1.0,0.0,0.5166666666666667,61.66666666666667,-1.5,25.250000000000004,-1.5,3.0,0.0,20.5
Tito Ortiz,75.0,205.0,74.0,Orthodox,27,15,0,12,0,18053,2.0,8.0,0.0,7167,707,1505,1675,2533,58,130,526,1282,90,111,91,112,235,767,153,213,319,525,5.0,6.0,3.0,2737.0,698.0,1732.0,1539.0,2628.0,16.0,37.0,479.0,1431.0,114.0,154.0,105.0,147.0,411.0,1245.0,103.0,164.0,184.0,323.0,-1.1000000000000003,5.0,2.0,0.0,8.0,6.0,0.0,2.0,4.0,48.0,4.6,0.14814814814814814,0.15160915083365645,65.60728103054586,1.15,0.0,0.39699772890932256,64.99823113425285,9.0,0.07407407407407407,0.451393120257021,64.09276184731787,0.8214285714285714,50.1698332687088,1.7692307692307692,2.2287654320987658,0.18518518518518517,43.48232668566002
Todd Brown,71.0,205.0,0.0,Orthodox,2,0,0,2,0,1200,0.0,0.0,0.0,257,43,95,66,119,0,3,14,60,11,16,18,19,25,75,18,20,0,0,1.0,1.0,0.0,259.0,77.0,150.0,149.0,223.0,3.0,6.0,52.0,119.0,17.0,21.0,8.0,10.0,49.0,110.0,18.0,26.0,10.0,14.0,-0.9,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,46.0,-2.0,0.0,0.21583333333333332,61.525,-0.6666666666666666,0.0,0.21416666666666667,21.637500000000003,2.0,0.0,0.57,64.8,-0.6666666666666666,37.65,-0.6666666666666666,2.0,0.0,23.666666666666668
Todd Butler,73.0,200.0,0.0,Southpaw,1,0,0,1,0,87,0.0,0.0,0.0,0,1,4,1,4,0,0,1,4,0,0,0,0,1,4,0,0,0,0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,7.0,1.0,1.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,3.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5,1.0,0.0,38.5,-1.5,0.0,0.0,2.0,1.0,0.0,1.0,81.0,-1.5,47.0,-1.5,0.29,0.0,17.79
Todd Duffee,75.0,260.0,78.0,Orthodox,6,3,0,2,1,1235,4.0,0.0,0.0,161,122,324,133,335,1,3,102,298,18,24,2,2,94,281,21,34,7,9,2.0,0.0,0.0,73.0,55.0,130.0,71.0,146.0,1.0,10.0,50.0,123.0,1.0,2.0,4.0,5.0,38.0,97.0,16.0,31.0,1.0,2.0,-0.49999999999999994,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,37.0,2.0,0.0,0.05910931174089069,70.22672064777328,0.2857142857142857,0.5,0.13036437246963561,29.29496818970503,2.0,0.3333333333333333,0.8105263157894737,61.08771929824562,0.5,84.97368421052632,0.6666666666666666,0.6861111111111111,0.0,29.019444444444446
Todd Medina,70.0,193.0,0.0,Southpaw,2,1,0,1,0,307,0.0,1.0,0.0,0,4,4,64,66,1,1,3,3,1,1,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,9.0,15.0,37.0,44.0,1.0,1.0,8.0,14.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,13.0,0.09999999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.5,0.0,54.0,-1.0,0.0,0.0,30.5,2.0,0.0,1.0,82.0,-0.6666666666666666,57.0,-1.0,0.5116666666666667,0.0,20.511666666666667
Tom Aspinall,77.0,256.0,78.0,Orthodox,6,5,0,1,0,899,2.0,2.0,0.0,286,111,169,122,181,4,4,72,129,17,18,22,22,63,103,17,24,31,42,0.0,0.0,0.0,1.0,43.0,120.0,47.0,124.0,0.0,2.0,18.0,92.0,13.0,15.0,12.0,13.0,40.0,113.0,3.0,6.0,0.0,1.0,0.5000000000000002,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,29.0,2.0,0.0,0.0011123470522803114,71.96662958843159,0.5,0.3333333333333333,0.3181312569521691,62.81590656284761,3.0,0.16666666666666666,0.6807563959955506,63.563589173155364,0.4,70.43403781979977,1.0,0.49944444444444447,0.0,30.499444444444443
Tom Blackledge,0.0,205.0,0.0,Orthodox,1,0,0,1,0,165,0.0,0.0,0.0,9,8,13,8,13,0,0,6,11,1,1,1,1,4,9,0,0,4,4,0.0,1.0,0.0,68.0,7.0,13.0,11.0,18.0,1.0,4.0,7.0,13.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,4.0,7.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5,1.0,0.4121212121212121,26.136363636363637,-1.5,0.0,0.05454545454545454,4.454545454545455,1.0,0.0,0.5333333333333333,62.33333333333333,-1.5,26.0,-1.5,0.55,0.0,18.05
Tom Breese,75.0,185.0,73.0,Southpaw,8,5,0,3,0,3378,4.0,4.0,2.0,536,188,369,252,442,0,7,126,282,49,72,13,15,139,300,25,32,24,37,0.0,2.0,1.0,859.0,158.0,400.0,248.0,505.0,5.0,17.0,105.0,320.0,31.0,47.0,22.0,33.0,98.0,311.0,19.0,29.0,41.0,60.0,-0.30000000000000004,1.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,31.0,1.3333333333333333,0.25,0.2542924807578449,56.20455891059799,0.4444444444444444,0.5,0.1586737714624038,32.473653049141504,8.0,0.0,0.5870337477797514,71.48134991119005,0.8,78.51651865008881,1.0,1.4075,0.125,36.4075
Tom DeBlass,72.0,185.0,0.0,Orthodox,2,0,0,2,0,1800,0.0,1.0,2.0,439,45,126,84,168,2,4,27,103,9,12,9,11,36,117,9,9,0,0,0.0,0.0,1.0,744.0,133.0,214.0,319.0,419.0,5.0,7.0,66.0,135.0,33.0,41.0,34.0,38.0,57.0,135.0,32.0,34.0,44.0,45.0,-0.9,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,40.0,-2.0,0.0,0.41333333333333333,55.6,-0.6666666666666666,0.0,0.24388888888888888,22.975,2.0,0.0,0.3427777777777778,55.71111111111111,-0.6666666666666666,27.425,-0.6666666666666666,3.0,0.0,24.666666666666668
Tom Duquesnoy,67.0,135.0,68.0,Orthodox,3,2,0,1,0,2128,2.0,0.0,0.0,36,136,300,182,350,1,4,66,213,30,46,40,41,115,270,20,27,1,3,0.0,0.0,0.0,295.0,188.0,508.0,231.0,560.0,8.0,15.0,113.0,405.0,45.0,63.0,30.0,40.0,145.0,446.0,29.0,47.0,14.0,15.0,0.4,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,29.0,-1.0,0.0,0.13862781954887218,64.84116541353384,-0.25,0.3333333333333333,0.016917293233082706,17.76127819548872,3.0,0.0,0.8444548872180451,76.7781954887218,-0.3333333333333333,69.00046992481202,-0.5,2.3644444444444446,0.3333333333333333,38.19777777777777
Tom Egan,71.0,170.0,0.0,Orthodox,1,0,0,1,0,276,0.0,0.0,0.0,0,0,1,15,16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,249.0,18.0,36.0,41.0,61.0,5.0,7.0,14.0,32.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,14.0,31.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5,1.0,0.9021739130434783,11.434782608695652,-1.5,0.0,0.0,2.0,1.0,0.0,0.09782608695652174,44.91304347826087,-1.5,6.4021739130434785,-1.5,0.92,0.0,18.42
Tom Gallicchio,70.0,170.0,0.0,Southpaw,1,0,0,1,0,900,0.0,0.0,0.0,60,53,200,57,204,1,9,24,158,17,30,12,12,51,196,2,4,0,0,0.0,0.0,0.0,9.0,106.0,188.0,113.0,201.0,0.0,0.0,102.0,183.0,3.0,4.0,1.0,1.0,105.0,185.0,1.0,3.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,-3.0,0.0,0.01,66.7,-1.5,0.0,0.06666666666666667,5.0,1.0,0.0,0.9233333333333333,77.93333333333334,-1.5,43.55,-1.5,3.0,0.0,20.5
Tom Lawlor,72.0,205.0,74.0,Southpaw,11,6,0,5,0,5854,3.0,9.0,0.0,2241,244,575,435,783,16,50,207,534,18,22,19,19,120,396,77,113,47,66,0.0,3.0,1.0,946.0,235.0,595.0,441.0,810.0,8.0,19.0,148.0,467.0,56.0,88.0,31.0,40.0,152.0,454.0,60.0,103.0,23.0,38.0,0.10000000000000006,2.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,39.0,2.3333333333333335,0.18181818181818182,0.16159890673044072,62.03082067687466,0.7,0.18181818181818182,0.38281516911513497,53.80850079199925,11.0,0.0,0.45558592415442434,69.22343696617698,0.7,57.083184768767275,1.1666666666666667,1.7739393939393937,0.18181818181818182,39.88
Tom Murphy,74.0,227.0,0.0,Southpaw,1,1,0,0,0,719,0.0,2.0,0.0,491,30,42,82,100,6,7,30,42,0,0,0,0,0,4,4,7,26,31,0.0,0.0,0.0,0.0,2.0,13.0,15.0,29.0,0.0,0.0,1.0,11.0,1.0,1.0,0.0,1.0,0.0,9.0,2.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,-3.0,0.0,0.0,67.0,-3.0,0.0,0.6828929068150209,59.730180806675946,1.0,0.0,0.31710709318497915,53.68428372739916,-1.5,16.26981919332406,-3.0,2.3966666666666665,0.0,12.396666666666667
Tom Niinimaki,69.0,145.0,69.0,Orthodox,4,1,0,3,0,1820,0.0,1.0,1.0,770,58,106,101,150,6,13,19,60,17,20,22,26,39,81,5,6,14,19,0.0,8.0,1.0,355.0,70.0,167.0,83.0,181.0,4.0,6.0,50.0,142.0,5.0,10.0,15.0,15.0,55.0,145.0,6.0,10.0,9.0,12.0,-1.0000000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,40.0,0.0,0.75,0.19505494505494506,41.64835164835165,0.0,0.0,0.4230769230769231,39.03846153846153,4.0,0.0,0.38186813186813184,59.27472527472527,0.0,37.184065934065934,0.0,1.5166666666666666,0.25,36.516666666666666
Tom Watson,73.0,185.0,73.0,Orthodox,7,2,0,5,0,5982,1.0,0.0,0.0,606,400,902,457,964,1,14,180,594,88,152,132,156,288,724,105,168,7,10,0.0,5.0,0.0,1839.0,440.0,883.0,562.0,1014.0,31.0,55.0,330.0,745.0,58.0,82.0,52.0,56.0,294.0,667.0,101.0,148.0,45.0,68.0,-0.9000000000000001,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,40.0,3.0,0.0,0.3074222668004012,63.777331995987964,0.375,0.14285714285714285,0.10130391173520562,29.058676028084253,7.0,0.0,0.5912738214643932,70.65095285857572,0.42857142857142855,58.178750537326266,0.5,2.8485714285714283,0.14285714285714285,36.06285714285714
Tomasz Drwal,73.0,205.0,76.0,Orthodox,6,3,0,3,0,2281,1.0,1.0,0.0,503,125,328,161,371,9,15,97,294,10,14,18,20,68,220,33,70,24,38,1.0,2.0,0.0,491.0,86.0,200.0,139.0,261.0,3.0,17.0,56.0,153.0,19.0,25.0,11.0,22.0,54.0,145.0,26.0,46.0,6.0,9.0,-0.2999999999999999,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,41.0,1.0,0.16666666666666666,0.21525646646207802,59.542306006137665,0.4,0.16666666666666666,0.22051731696624288,49.72327926348093,3.0,0.16666666666666666,0.564226216571679,58.902381996200496,0.3333333333333333,56.89017974572556,0.5,1.2672222222222222,0.0,28.767222222222223
Tommy Hayden,69.0,145.0,0.0,Southpaw,2,0,0,2,0,526,1.0,0.0,0.0,108,13,48,17,54,2,6,11,41,1,5,1,2,11,45,1,1,1,2,0.0,3.0,1.0,194.0,18.0,40.0,42.0,65.0,2.0,6.0,17.0,38.0,0.0,1.0,1.0,1.0,8.0,25.0,1.0,2.0,9.0,13.0,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,-0.6666666666666666,1.0,0.3688212927756654,28.268694550063373,-0.6666666666666666,0.0,0.20532319391634982,21.23954372623574,2.0,0.0,0.42585551330798477,59.034220532319395,-0.6666666666666666,31.163498098859314,-0.6666666666666666,0.8766666666666667,0.0,22.543333333333333
Tommy Speer,70.0,170.0,71.0,Orthodox,2,0,0,2,0,172,0.0,0.0,0.0,28,4,14,5,15,0,2,0,9,2,3,2,2,0,9,4,5,0,0,1.0,1.0,0.0,75.0,25.0,39.0,51.0,66.0,1.0,2.0,19.0,32.0,5.0,6.0,1.0,1.0,9.0,19.0,9.0,10.0,7.0,10.0,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,38.0,-1.0,0.5,0.436046511627907,40.918604651162795,-0.6666666666666666,0.0,0.16279069767441862,19.325581395348838,1.0,0.5,0.4011627906976744,37.04651162790698,-0.6666666666666666,30.052325581395348,-0.6666666666666666,0.2866666666666667,0.0,21.953333333333333
Tony DeSouza,72.0,170.0,70.0,Southpaw,6,3,0,3,0,2402,0.0,4.0,1.0,1014,45,86,148,190,6,14,39,79,5,6,1,1,2,26,9,11,34,49,3.0,7.0,1.0,710.0,63.0,108.0,241.0,293.0,3.0,5.0,51.0,95.0,0.0,0.0,12.0,13.0,20.0,45.0,4.0,6.0,39.0,57.0,-0.7,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,48.0,1.0,0.16666666666666666,0.29558701082431305,57.13238967527061,0.4,0.0,0.4221482098251457,58.79666944213156,2.0,0.3333333333333333,0.28226477935054123,39.95725784068832,0.2857142857142857,36.13048649934578,0.5,1.3344444444444443,0.16666666666666666,35.501111111111115
Tony Ferguson,71.0,155.0,76.0,Orthodox,21,15,0,6,0,14274,3.0,16.0,2.0,464,1206,2659,1361,2829,7,17,723,2009,224,337,259,313,1099,2511,29,47,78,101,5.0,6.0,3.0,3054.0,939.0,2251.0,1096.0,2458.0,18.0,54.0,619.0,1787.0,187.0,306.0,133.0,158.0,843.0,2077.0,14.0,47.0,82.0,127.0,-1.5000000000000002,4.0,3.0,2.0,6.0,3.0,0.0,2.0,1.0,38.0,8.5,0.047619047619047616,0.21395544346364018,70.65276526751936,1.0625,0.09523809523809523,0.03250665545747513,47.069942352729235,7.0,0.09523809523809523,0.7535379010788846,73.33199223363158,0.85,68.39491983426409,2.4285714285714284,2.2657142857142856,0.19047619047619047,47.02761904761905
Tony Fryklund,72.0,185.0,0.0,Orthodox,4,2,0,2,0,745,1.0,2.0,0.0,417,69,117,142,196,1,2,57,102,8,8,4,7,7,20,8,11,54,86,1.0,2.0,0.0,64.0,22.0,52.0,47.0,84.0,1.0,3.0,13.0,42.0,2.0,2.0,7.0,8.0,9.0,28.0,8.0,16.0,5.0,8.0,2.7755575615628914e-17,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,51.0,0.0,0.5,0.08590604026845637,52.42281879194631,0.0,0.0,0.5597315436241611,67.68791946308725,4.0,0.0,0.35436241610738256,58.1744966442953,0.0,35.946308724832214,0.0,0.6208333333333333,0.0,25.620833333333334
Tony Gravely,65.0,135.0,69.0,Orthodox,7,4,0,3,0,4362,4.0,0.0,0.0,2058,234,515,345,659,30,64,152,403,29,46,53,66,130,345,42,61,62,109,1.0,8.0,2.0,693.0,278.0,510.0,425.0,673.0,10.0,20.0,202.0,416.0,56.0,74.0,20.0,20.0,202.0,419.0,31.0,40.0,45.0,51.0,0.10000000000000006,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,31.0,1.0,0.2857142857142857,0.15887207702888584,57.662409117704854,0.375,0.2857142857142857,0.4718019257221458,45.73108665749656,7.0,0.0,0.36932599724896836,61.77303988995874,0.5,55.476812733346435,0.75,2.077142857142857,0.2857142857142857,42.255714285714284
Tony Halme,75.0,300.0,0.0,Orthodox,1,0,0,1,0,56,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,-1.5,1.0,0.0,38.5,-1.5,0.0,0.0,2.0,1.0,0.0,1.0,81.0,-1.5,47.0,-1.5,0.18666666666666668,0.0,17.686666666666667
Tony Kelley,69.0,135.0,70.0,Switch,4,2,0,2,0,2584,0.0,4.0,0.0,324,239,506,396,675,0,1,112,317,89,141,38,48,144,381,72,91,23,34,1.0,1.0,0.0,822.0,209.0,384.0,264.0,453.0,10.0,21.0,110.0,269.0,84.0,95.0,15.0,20.0,165.0,334.0,36.0,39.0,8.0,11.0,2.7755575615628914e-17,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,36.0,0.0,0.0,0.31811145510835914,60.45665634674923,0.0,0.0,0.12538699690402477,36.892414860681114,2.0,0.25,0.5565015479876161,54.26006191950464,0.0,45.04256965944272,0.0,2.1533333333333333,0.25,37.153333333333336
Tony Petarra,71.0,196.0,0.0,Orthodox,1,0,0,1,0,173,0.0,0.0,0.0,0,4,5,6,7,0,2,3,3,0,1,1,1,0,0,4,5,0,0,1.0,0.0,0.0,0.0,25.0,32.0,32.0,39.0,0.0,0.0,12.0,18.0,13.0,14.0,0.0,0.0,0.0,2.0,24.0,29.0,1.0,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,67.0,-1.5,0.0,0.0,2.0,0.5,1.0,1.0,40.5,-1.5,47.0,-1.5,0.5766666666666667,0.0,18.076666666666668
Tony Sims,71.0,155.0,70.0,Southpaw,3,1,0,2,0,1261,1.0,1.0,0.0,100,38,60,63,87,1,2,35,57,2,2,1,1,14,33,1,3,23,24,0.0,1.0,0.0,743.0,16.0,47.0,93.0,138.0,6.0,12.0,9.0,38.0,5.0,7.0,2.0,2.0,14.0,42.0,2.0,5.0,0.0,0.0,-0.6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,37.0,-0.5,0.3333333333333333,0.5892149088025377,41.82355273592387,-0.25,0.3333333333333333,0.07930214115781126,20.56859635210151,3.0,0.0,0.33148295003965106,56.25931800158604,-0.3333333333333333,45.916732751784295,-0.3333333333333333,1.401111111111111,0.0,24.734444444444446
Tonya Evinger,67.0,135.0,70.0,Orthodox,3,0,0,3,0,1822,0.0,0.0,0.0,456,47,112,117,192,2,9,17,68,19,28,11,16,35,96,11,15,1,1,1.0,0.0,1.0,631.0,174.0,284.0,285.0,409.0,1.0,3.0,126.0,227.0,27.0,35.0,21.0,22.0,62.0,131.0,25.0,41.0,87.0,112.0,-1.2000000000000002,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,41.0,-0.5,0.3333333333333333,0.34632272228320526,49.11031833150385,-0.25,0.0,0.2502744237102086,28.262349066959388,1.5,0.3333333333333333,0.40340285400658615,44.30278082693012,-0.25,35.15312843029638,-0.25,2.0244444444444447,0.0,25.774444444444445
Tor Troeng,74.0,185.0,0.0,Orthodox,4,1,0,3,0,2891,0.0,1.0,3.0,962,56,120,138,212,2,26,30,90,17,20,9,10,25,85,23,26,8,9,2.0,3.0,3.0,1113.0,157.0,231.0,282.0,364.0,3.0,9.0,77.0,142.0,49.0,57.0,31.0,32.0,42.0,91.0,64.0,72.0,51.0,68.0,-1.0000000000000002,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,40.0,0.0,0.0,0.38498789346246975,58.450363196125906,0.0,0.0,0.3327568315461778,46.224057419578,4.0,0.0,0.2822552749913525,55.2902109996541,0.0,32.70148737461086,0.0,2.4091666666666667,0.0,27.409166666666668
Townsend Saunders,65.0,170.0,0.0,Orthodox,2,0,0,2,0,1800,0.0,0.0,1.0,0,47,97,87,141,2,9,14,51,19,21,14,25,20,47,20,25,7,25,1.0,2.0,1.0,0.0,60.0,162.0,121.0,224.0,0.0,0.0,33.0,133.0,20.0,20.0,7.0,9.0,24.0,101.0,32.0,50.0,4.0,11.0,-0.9,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,68.0,-0.6666666666666666,0.0,0.0,12.0,2.0,0.0,1.0,82.0,-0.6666666666666666,57.0,-0.6666666666666666,3.0,0.0,24.666666666666668
Tra Telligman,74.0,233.0,0.0,Orthodox,5,1,0,4,0,1815,1.0,1.0,0.0,23,70,177,90,199,0,1,47,148,11,14,12,15,56,147,13,28,1,2,3.0,0.0,0.0,206.0,109.0,256.0,205.0,362.0,4.0,9.0,79.0,217.0,11.0,11.0,19.0,28.0,62.0,181.0,18.0,31.0,29.0,44.0,-1.1000000000000003,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,57.0,0.5,0.2,0.11349862258953168,61.095041322314046,0.2,0.0,0.012672176308539946,31.9702479338843,1.6666666666666667,0.4,0.8738292011019284,60.6198347107438,0.16666666666666666,61.32231404958678,0.2,1.21,0.0,27.21
Tracy Cortez,65.0,135.0,65.0,Orthodox,4,4,0,0,0,3600,0.0,2.0,1.0,1985,201,360,375,573,10,22,129,266,44,57,28,37,108,237,21,23,72,100,1.0,1.0,2.0,364.0,135.0,349.0,224.0,466.0,4.0,13.0,93.0,287.0,18.0,30.0,24.0,32.0,117.0,326.0,12.0,16.0,6.0,7.0,1.4000000000000001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.10111111111111111,66.96666666666667,0.0,0.0,0.5513888888888889,44.8125,4.0,0.0,0.3475,57.9,0.0,35.6375,0.0,3.0,1.0,68.0
